"CMS Certification Number (CCN)","State","Percent of residents who are up-to-date on their vaccines","Percent of staff who are up-to-date on their vaccines","Date vaccination data last updated"
"105553","FL","48.3","0.0","10/27/2024"
"105554","FL","0.0","0.8","10/27/2024"
"105555","FL","1.5","2.3","10/27/2024"
"105556","FL","0.0","0.0","10/27/2024"
"105558","FL","0.0","0.0","10/27/2024"
"105559","FL","0.0","0.0","10/27/2024"
"105560","FL","20.1","0.9","10/27/2024"
"105561","FL","0.6","0.0","10/27/2024"
"105562","FL","0.0","0.0","10/27/2024"
"105563","FL","17.6","15.0","10/27/2024"
"105564","FL","0.0","0.0","10/27/2024"
"105565","FL","33.0","55.6","10/27/2024"
"105566","FL","50.4","4.5","10/27/2024"
"105567","FL","32.7","0.0","10/27/2024"
"105568","FL","1.0","0.0","10/27/2024"
"105570","FL","Not Available","Not Available","10/27/2024"
"105571","FL","36.1","3.6","10/27/2024"
"105572","FL","0.0","0.0","10/27/2024"
"105574","FL","22.1","10.3","10/27/2024"
"105575","FL","0.0","0.0","10/27/2024"
"105577","FL","55.6","4.0","10/27/2024"
"105578","FL","0.0","77.6","10/27/2024"
"105579","FL","0.9","0.0","10/27/2024"
"105580","FL","3.8","0.0","10/27/2024"
"105581","FL","4.8","0.0","10/27/2024"
"105584","FL","Not Available","Not Available","10/27/2024"
"105586","FL","60.4","27.0","10/27/2024"
"105587","FL","8.4","0.0","10/27/2024"
"105588","FL","89.7","52.8","10/27/2024"
"105589","FL","9.2","66.7","10/27/2024"
"105591","FL","13.3","17.1","10/27/2024"
"105592","FL","12.8","2.0","10/27/2024"
"105593","FL","2.5","0.0","10/27/2024"
"105596","FL","45.7","0.0","10/27/2024"
"105597","FL","8.0","0.0","10/27/2024"
"105598","FL","21.3","0.0","10/27/2024"
"105599","FL","70.0","69.7","10/27/2024"
"105600","FL","0.9","0.0","10/27/2024"
"105601","FL","33.3","0.0","10/27/2024"
"105602","FL","22.5","15.0","10/27/2024"
"105603","FL","4.3","0.0","10/27/2024"
"105604","FL","29.3","1.1","10/27/2024"
"105606","FL","1.7","2.3","10/27/2024"
"105607","FL","0.0","0.0","10/27/2024"
"105609","FL","29.2","0.0","10/27/2024"
"105610","FL","9.8","0.0","10/27/2024"
"105611","FL","1.0","0.0","10/27/2024"
"105612","FL","26.7","0.0","10/27/2024"
"105613","FL","25.4","0.0","10/27/2024"
"105616","FL","7.6","0.0","10/27/2024"
"105617","FL","68.8","75.9","10/27/2024"
"105618","FL","0.0","0.0","10/27/2024"
"105620","FL","81.0","47.1","10/27/2024"
"105621","FL","0.0","0.0","10/27/2024"
"105622","FL","1.6","0.0","10/27/2024"
"105623","FL","1.6","1.2","10/27/2024"
"105624","FL","24.7","5.5","10/27/2024"
"105626","FL","0.0","0.6","10/27/2024"
"105628","FL","Not Available","Not Available","10/27/2024"
"105629","FL","34.3","0.0","10/27/2024"
"105630","FL","62.5","0.0","10/27/2024"
"105631","FL","0.0","0.0","10/27/2024"
"105632","FL","Not Available","Not Available","10/27/2024"
"105634","FL","11.9","0.0","10/27/2024"
"105635","FL","12.6","11.1","10/27/2024"
"105636","FL","24.8","15.3","10/27/2024"
"105637","FL","27.6","0.0","10/27/2024"
"105638","FL","0.0","0.0","10/27/2024"
"105640","FL","0.0","0.0","10/27/2024"
"105641","FL","87.7","88.8","10/27/2024"
"105643","FL","41.0","5.9","10/27/2024"
"105644","FL","58.4","3.1","10/27/2024"
"105645","FL","2.1","0.0","10/27/2024"
"105649","FL","68.2","35.6","10/27/2024"
"105650","FL","48.2","0.0","10/27/2024"
"105651","FL","Not Available","Not Available","10/27/2024"
"105652","FL","24.4","5.3","10/27/2024"
"105653","FL","0.0","0.0","10/27/2024"
"105654","FL","40.7","69.7","10/27/2024"
"105655","FL","21.3","0.0","10/27/2024"
"105657","FL","12.0","0.4","10/27/2024"
"105658","FL","34.2","0.0","10/27/2024"
"105659","FL","33.0","0.0","10/27/2024"
"105660","FL","1.8","0.0","10/27/2024"
"105662","FL","32.7","0.0","10/27/2024"
"105663","FL","0.0","0.0","10/27/2024"
"105664","FL","42.7","0.0","10/27/2024"
"105665","FL","0.0","0.0","10/27/2024"
"105666","FL","0.0","0.0","10/27/2024"
"105668","FL","61.0","16.6","10/27/2024"
"105670","FL","59.5","28.5","10/27/2024"
"105671","FL","39.4","83.0","10/27/2024"
"105672","FL","39.6","0.0","10/27/2024"
"105673","FL","54.5","0.0","10/27/2024"
"105679","FL","0.0","0.0","10/27/2024"
"105680","FL","42.2","0.0","10/27/2024"
"105682","FL","0.0","0.0","10/27/2024"
"105683","FL","22.0","0.8","10/27/2024"
"105684","FL","1.7","2.8","10/27/2024"
"105685","FL","8.0","0.0","10/27/2024"
"105686","FL","0.9","0.6","10/27/2024"
"105687","FL","37.5","0.0","10/27/2024"
"105688","FL","0.0","0.2","10/27/2024"
"105690","FL","17.3","32.9","10/27/2024"
"105692","FL","0.0","0.0","10/27/2024"
"105693","FL","0.0","0.0","10/27/2024"
"105694","FL","0.7","0.0","10/27/2024"
"105696","FL","0.9","0.0","10/27/2024"
"105697","FL","23.1","7.5","10/27/2024"
"105700","FL","34.6","3.3","10/27/2024"
"105701","FL","9.5","0.0","10/27/2024"
"105702","FL","0.0","0.0","10/27/2024"
"105703","FL","32.5","1.9","10/27/2024"
"105705","FL","1.2","0.0","10/27/2024"
"105706","FL","23.8","0.0","10/27/2024"
"105707","FL","0.0","0.0","10/27/2024"
"105708","FL","0.0","0.0","10/27/2024"
"105709","FL","50.0","94.4","10/27/2024"
"105710","FL","5.9","1.4","10/27/2024"
"105711","FL","61.4","0.9","10/27/2024"
"105712","FL","39.7","22.0","10/27/2024"
"105713","FL","31.4","0.0","10/27/2024"
"105714","FL","40.0","10.9","10/27/2024"
"105715","FL","0.8","0.0","10/27/2024"
"105717","FL","0.0","28.4","10/27/2024"
"105718","FL","0.0","0.0","10/27/2024"
"105719","FL","28.4","0.6","10/27/2024"
"105720","FL","67.3","0.0","10/27/2024"
"105721","FL","0.0","65.7","10/27/2024"
"105723","FL","87.4","80.4","10/27/2024"
"105724","FL","21.0","8.2","10/27/2024"
"105725","FL","0.0","0.0","10/27/2024"
"105727","FL","0.0","0.0","10/27/2024"
"105728","FL","0.0","0.0","10/27/2024"
"105729","FL","0.0","0.0","10/27/2024"
"105730","FL","31.2","0.0","10/27/2024"
"105731","FL","23.6","1.9","10/27/2024"
"105732","FL","80.0","0.0","10/27/2024"
"105733","FL","0.0","0.0","10/27/2024"
"105734","FL","0.9","0.0","10/27/2024"
"105735","FL","38.0","1.6","10/27/2024"
"105736","FL","42.1","0.0","10/27/2024"
"105737","FL","2.8","0.0","10/27/2024"
"105738","FL","35.5","0.0","10/27/2024"
"105743","FL","20.4","0.9","10/27/2024"
"105744","FL","8.3","0.0","10/27/2024"
"105745","FL","1.2","0.0","10/27/2024"
"105747","FL","0.0","0.0","10/27/2024"
"105749","FL","0.0","0.0","10/27/2024"
"105751","FL","0.0","0.0","10/27/2024"
"105754","FL","23.5","26.0","10/27/2024"
"105755","FL","0.0","0.0","10/27/2024"
"105756","FL","28.8","0.0","10/27/2024"
"105757","FL","3.2","0.0","10/27/2024"
"105761","FL","3.4","76.8","10/27/2024"
"105762","FL","66.1","13.5","10/27/2024"
"105764","FL","0.0","0.0","10/27/2024"
"105765","FL","89.6","84.4","10/27/2024"
"105769","FL","0.0","0.0","10/27/2024"
"105770","FL","0.0","0.0","10/27/2024"
"105774","FL","Not Available","Not Available","10/27/2024"
"105776","FL","12.0","0.0","10/27/2024"
"105777","FL","0.0","1.0","10/27/2024"
"105779","FL","32.3","0.0","10/27/2024"
"105780","FL","0.0","0.0","10/27/2024"
"105782","FL","62.2","0.0","10/27/2024"
"105783","FL","3.6","0.0","10/27/2024"
"105784","FL","0.0","0.0","10/27/2024"
"105785","FL","5.9","0.0","10/27/2024"
"105786","FL","0.0","0.0","10/27/2024"
"105790","FL","48.3","0.0","10/27/2024"
"105791","FL","0.0","0.0","10/27/2024"
"105792","FL","30.1","6.9","10/27/2024"
"105793","FL","42.0","1.1","10/27/2024"
"105795","FL","20.6","12.9","10/27/2024"
"105796","FL","0.9","0.0","10/27/2024"
"105797","FL","4.3","0.0","10/27/2024"
"105801","FL","50.6","0.0","10/27/2024"
"105803","FL","8.3","2.6","10/27/2024"
"105804","FL","0.0","1.2","10/27/2024"
"105805","FL","42.6","2.2","10/27/2024"
"105807","FL","0.0","0.0","10/27/2024"
"105808","FL","20.0","9.2","10/27/2024"
"105809","FL","37.0","1.6","10/27/2024"
"105810","FL","0.0","0.0","10/27/2024"
"105812","FL","22.0","0.0","10/27/2024"
"105813","FL","Not Available","Not Available","10/27/2024"
"105816","FL","0.0","0.5","10/27/2024"
"105817","FL","0.0","0.0","10/27/2024"
"105819","FL","8.2","0.0","10/27/2024"
"105820","FL","1.0","0.0","10/27/2024"
"105821","FL","32.4","0.0","10/27/2024"
"105822","FL","0.0","0.0","10/27/2024"
"105824","FL","65.4","0.0","10/27/2024"
"105825","FL","1.7","0.0","10/27/2024"
"105826","FL","0.0","0.0","10/27/2024"
"105827","FL","25.0","16.0","10/27/2024"
"105828","FL","0.0","0.0","10/27/2024"
"105831","FL","0.0","0.0","10/27/2024"
"105834","FL","73.1","0.9","10/27/2024"
"105835","FL","84.5","76.9","10/27/2024"
"105837","FL","3.4","3.4","10/27/2024"
"105838","FL","20.4","0.8","10/27/2024"
"105839","FL","0.8","0.0","10/27/2024"
"105840","FL","0.8","0.0","10/27/2024"
"105842","FL","21.2","88.9","10/27/2024"
"105843","FL","Not Available","Not Available","10/27/2024"
"105846","FL","0.0","0.0","10/27/2024"
"105849","FL","22.8","0.0","10/27/2024"
"105851","FL","0.0","0.0","10/27/2024"
"105852","FL","1.0","0.0","10/27/2024"
"105854","FL","0.0","0.0","10/27/2024"
"105855","FL","71.2","68.7","10/27/2024"
"105856","FL","17.1","2.2","10/27/2024"
"105858","FL","44.2","95.1","10/27/2024"
"105859","FL","2.3","0.0","10/27/2024"
"105860","FL","15.2","8.9","10/27/2024"
"105861","FL","50.0","4.3","10/27/2024"
"105864","FL","43.5","0.0","10/27/2024"
"105866","FL","17.1","0.9","10/27/2024"
"105868","FL","0.0","3.1","10/27/2024"
"105870","FL","23.6","0.0","10/27/2024"
"105872","FL","26.4","0.0","10/27/2024"
"105875","FL","0.0","0.0","10/27/2024"
"105878","FL","30.5","0.0","10/27/2024"
"105879","FL","47.2","0.0","10/27/2024"
"105881","FL","1.6","0.4","10/27/2024"
"105882","FL","19.8","0.0","10/27/2024"
"105884","FL","1.7","0.0","10/27/2024"
"105885","FL","0.0","0.0","10/27/2024"
"105886","FL","0.0","1.2","10/27/2024"
"105888","FL","0.0","0.0","10/27/2024"
"105891","FL","Not Available","Not Available","10/27/2024"
"105892","FL","0.0","0.0","10/27/2024"
"105895","FL","0.0","0.0","10/27/2024"
"105901","FL","0.0","0.0","10/27/2024"
"105903","FL","50.0","8.8","10/27/2024"
"105904","FL","32.1","0.0","10/27/2024"
"105910","FL","0.0","0.0","10/27/2024"
"105911","FL","74.1","86.7","10/27/2024"
"105915","FL","1.6","0.0","10/27/2024"
"105917","FL","24.1","89.5","10/27/2024"
"105921","FL","2.7","0.0","10/27/2024"
"105924","FL","0.0","0.7","10/27/2024"
"105926","FL","14.2","47.7","10/27/2024"
"105927","FL","50.5","24.3","10/27/2024"
"105928","FL","42.9","5.0","10/27/2024"
"105930","FL","0.0","1.1","10/27/2024"
"105935","FL","16.3","0.0","10/27/2024"
"105937","FL","0.0","0.0","10/27/2024"
"105939","FL","16.5","0.6","10/27/2024"
"105949","FL","0.0","0.0","10/27/2024"
"105951","FL","0.0","0.0","10/27/2024"
"105952","FL","46.0","11.1","10/27/2024"
"105955","FL","0.0","0.0","10/27/2024"
"105959","FL","0.0","1.1","10/27/2024"
"105960","FL","40.2","0.0","10/27/2024"
"105961","FL","10.2","0.0","10/27/2024"
"105962","FL","0.0","0.0","10/27/2024"
"105963","FL","Not Available","Not Available","10/27/2024"
"105965","FL","1.9","4.9","10/27/2024"
"105966","FL","Not Available","Not Available","10/27/2024"
"105967","FL","55.3","0.0","10/27/2024"
"105968","FL","37.0","0.0","10/27/2024"
"105970","FL","55.2","0.0","10/27/2024"
"105974","FL","Not Available","Not Available","10/27/2024"
"105975","FL","21.2","26.0","10/27/2024"
"105978","FL","38.3","0.0","10/27/2024"
"105979","FL","19.8","1.0","10/27/2024"
"105980","FL","52.2","0.0","10/27/2024"
"105982","FL","1.5","0.0","10/27/2024"
"105983","FL","0.0","0.0","10/27/2024"
"105985","FL","0.0","3.9","10/27/2024"
"105986","FL","0.0","0.0","10/27/2024"
"105987","FL","35.1","0.9","10/27/2024"
"105995","FL","0.0","0.0","10/27/2024"
"105996","FL","25.2","4.1","10/27/2024"
"105998","FL","39.8","0.0","10/27/2024"
"105999","FL","0.0","0.0","10/27/2024"
"106000","FL","0.0","55.5","10/27/2024"
"106002","FL","0.8","0.0","10/27/2024"
"106003","FL","0.0","11.5","10/27/2024"
"106005","FL","6.7","0.0","10/27/2024"
"106006","FL","52.2","0.0","10/27/2024"
"106007","FL","52.4","2.9","10/27/2024"
"106008","FL","1.6","0.0","10/27/2024"
"106009","FL","0.0","Not Available","10/27/2024"
"106011","FL","24.3","22.5","10/27/2024"
"106012","FL","14.7","0.5","10/27/2024"
"106013","FL","23.9","1.5","10/27/2024"
"106015","FL","2.6","0.0","10/27/2024"
"106017","FL","35.0","1.8","10/27/2024"
"106018","FL","0.0","0.0","10/27/2024"
"106019","FL","Not Available","Not Available","10/27/2024"
"106020","FL","72.0","69.7","10/27/2024"
"106021","FL","0.7","0.0","10/27/2024"
"106022","FL","0.0","0.0","10/27/2024"
"106024","FL","0.8","0.0","10/27/2024"
"106025","FL","12.7","10.2","10/27/2024"
"106027","FL","Not Available","Not Available","10/27/2024"
"106028","FL","0.0","0.0","10/27/2024"
"106029","FL","47.1","31.8","10/27/2024"
"106030","FL","18.0","0.0","10/27/2024"
"106031","FL","23.1","0.7","10/27/2024"
"106032","FL","78.8","1.3","10/27/2024"
"106033","FL","0.0","6.2","10/27/2024"
"106034","FL","50.5","0.0","10/27/2024"
"106035","FL","Not Available","Not Available","10/27/2024"
"106036","FL","7.0","0.0","10/27/2024"
"106038","FL","0.0","0.0","10/27/2024"
"106040","FL","73.1","0.0","10/27/2024"
"106041","FL","0.0","0.0","10/27/2024"
"106042","FL","26.7","3.9","10/27/2024"
"106043","FL","92.7","94.7","10/27/2024"
"106045","FL","79.5","73.9","10/27/2024"
"106046","FL","19.5","13.9","10/27/2024"
"106047","FL","0.9","0.0","10/27/2024"
"106048","FL","Not Available","0.0","10/27/2024"
"106049","FL","0.8","0.0","10/27/2024"
"106051","FL","0.0","0.5","10/27/2024"
"106052","FL","0.0","4.0","10/27/2024"
"106053","FL","6.8","0.8","10/27/2024"
"106055","FL","30.3","4.0","10/27/2024"
"106056","FL","39.7","0.0","10/27/2024"
"106057","FL","10.4","0.5","10/27/2024"
"106058","FL","12.1","0.6","10/27/2024"
"106059","FL","62.2","10.6","10/27/2024"
"106060","FL","34.3","0.0","10/27/2024"
"106061","FL","0.0","0.0","10/27/2024"
"106062","FL","4.6","0.0","10/27/2024"
"106063","FL","75.0","11.0","10/27/2024"
"106064","FL","13.8","0.5","10/27/2024"
"106065","FL","11.8","0.0","10/27/2024"
"106066","FL","52.1","6.8","10/27/2024"
"106067","FL","26.7","0.9","10/27/2024"
"106068","FL","29.7","0.0","10/27/2024"
"106069","FL","0.0","0.0","10/27/2024"
"106070","FL","40.8","1.1","10/27/2024"
"106072","FL","0.0","0.0","10/27/2024"
"106073","FL","0.0","0.0","10/27/2024"
"106074","FL","50.0","75.6","10/27/2024"
"106075","FL","21.7","1.0","10/27/2024"
"106076","FL","96.9","0.0","10/27/2024"
"106077","FL","48.3","0.0","10/27/2024"
"106079","FL","35.0","4.1","10/27/2024"
"106080","FL","0.0","0.0","10/27/2024"
"106081","FL","14.5","0.0","10/27/2024"
"106083","FL","11.8","0.0","10/27/2024"
"106084","FL","61.2","0.0","10/27/2024"
"106085","FL","51.7","2.3","10/27/2024"
"106086","FL","22.3","0.0","10/27/2024"
"106088","FL","0.0","0.0","10/27/2024"
"106089","FL","37.5","0.0","10/27/2024"
"106090","FL","44.4","0.0","10/27/2024"
"106091","FL","79.2","78.8","10/27/2024"
"106092","FL","27.5","1.7","10/27/2024"
"106093","FL","29.2","18.2","10/27/2024"
"106094","FL","70.1","3.7","10/27/2024"
"106095","FL","0.0","0.0","10/27/2024"
"106096","FL","62.5","0.0","10/27/2024"
"106097","FL","0.0","0.0","10/27/2024"
"106098","FL","51.4","52.0","10/27/2024"
"106099","FL","Not Available","Not Available","10/27/2024"
"106100","FL","29.8","0.0","10/27/2024"
"106102","FL","1.9","0.0","10/27/2024"
"106103","FL","2.5","2.4","10/27/2024"
"106104","FL","45.2","0.0","10/27/2024"
"106105","FL","0.0","1.5","10/27/2024"
"106106","FL","0.0","0.0","10/27/2024"
"106108","FL","2.2","11.2","10/27/2024"
"106109","FL","0.0","0.0","10/27/2024"
"106110","FL","Not Available","Not Available","10/27/2024"
"106111","FL","33.3","15.1","10/27/2024"
"106112","FL","38.2","0.0","10/27/2024"
"106113","FL","13.0","0.0","10/27/2024"
"106114","FL","26.6","0.8","10/27/2024"
"106115","FL","1.5","0.4","10/27/2024"
"106116","FL","0.0","0.0","10/27/2024"
"106117","FL","0.0","0.0","10/27/2024"
"106118","FL","0.0","0.0","10/27/2024"
"106119","FL","28.9","1.9","10/27/2024"
"106120","FL","41.7","2.1","10/27/2024"
"106121","FL","Not Available","0.0","10/27/2024"
"106122","FL","15.2","0.0","10/27/2024"
"106123","FL","54.4","0.0","10/27/2024"
"106124","FL","Not Available","6.8","10/27/2024"
"106125","FL","Not Available","Not Available","10/27/2024"
"106126","FL","0.0","0.4","10/27/2024"
"106127","FL","0.0","0.0","10/27/2024"
"106128","FL","39.9","13.9","10/27/2024"
"106129","FL","0.0","0.0","10/27/2024"
"106130","FL","0.0","0.0","10/27/2024"
"106131","FL","15.5","2.4","10/27/2024"
"106132","FL","5.7","97.1","10/27/2024"
"106133","FL","0.0","0.0","10/27/2024"
"106134","FL","8.0","27.4","10/27/2024"
"106135","FL","6.4","1.5","10/27/2024"
"106136","FL","5.7","0.0","10/27/2024"
"106137","FL","4.8","1.3","10/27/2024"
"106138","FL","3.1","0.0","10/27/2024"
"106139","FL","0.9","0.0","10/27/2024"
"106140","FL","Not Available","0.0","10/27/2024"
"106142","FL","21.6","1.0","10/27/2024"
"106143","FL","12.5","1.5","10/27/2024"
"106144","FL","25.6","0.0","10/27/2024"
"106145","FL","1.0","4.9","10/27/2024"
"106146","FL","7.6","2.7","10/27/2024"
"106147","FL","0.0","0.0","10/27/2024"
"106148","FL","76.4","50.8","10/27/2024"
"106149","FL","19.4","34.8","10/27/2024"
"106150","FL","Not Available","0.0","10/27/2024"
"106151","FL","Not Available","Not Available","10/27/2024"
"106152","FL","30.0","23.3","10/27/2024"
"106153","FL","2.1","0.0","10/27/2024"
"106155","FL","Not Available","Not Available","10/27/2024"
"115002","GA","47.7","0.4","10/27/2024"
"115004","GA","63.9","0.0","10/27/2024"
"115005","GA","25.0","3.3","10/27/2024"
"115012","GA","17.9","4.5","10/27/2024"
"115020","GA","8.2","0.0","10/27/2024"
"115022","GA","67.5","1.2","10/27/2024"
"115025","GA","0.0","0.0","10/27/2024"
"115039","GA","0.0","8.6","10/27/2024"
"115040","GA","31.1","0.0","10/27/2024"
"115044","GA","0.0","0.0","10/27/2024"
"115045","GA","66.3","0.0","10/27/2024"
"115090","GA","53.3","0.6","10/27/2024"
"115099","GA","41.7","3.9","10/27/2024"
"115104","GA","0.0","0.0","10/27/2024"
"115106","GA","25.5","2.6","10/27/2024"
"115110","GA","47.3","44.9","10/27/2024"
"115115","GA","3.7","0.6","10/27/2024"
"115120","GA","0.0","3.3","10/27/2024"
"115124","GA","53.6","0.0","10/27/2024"
"115129","GA","2.4","20.2","10/27/2024"
"115132","GA","22.8","2.3","10/27/2024"
"115138","GA","7.6","0.0","10/27/2024"
"115144","GA","21.9","0.0","10/27/2024"
"115145","GA","3.4","0.0","10/27/2024"
"115146","GA","45.4","6.5","10/27/2024"
"115147","GA","Not Available","0.0","10/27/2024"
"115206","GA","3.3","0.0","10/27/2024"
"115246","GA","14.0","0.0","10/27/2024"
"115258","GA","57.5","0.5","10/27/2024"
"115262","GA","0.0","0.6","10/27/2024"
"115264","GA","71.7","8.1","10/27/2024"
"115265","GA","0.0","0.0","10/27/2024"
"115266","GA","1.0","0.0","10/27/2024"
"115270","GA","9.6","0.0","10/27/2024"
"115271","GA","46.3","0.0","10/27/2024"
"115272","GA","81.6","0.0","10/27/2024"
"115273","GA","1.8","0.0","10/27/2024"
"115275","GA","22.8","0.0","10/27/2024"
"115276","GA","Not Available","6.8","10/27/2024"
"115277","GA","12.7","0.0","10/27/2024"
"115279","GA","74.4","0.0","10/27/2024"
"115280","GA","Not Available","Not Available","10/27/2024"
"115283","GA","31.2","19.3","10/27/2024"
"115287","GA","0.0","0.0","10/27/2024"
"115288","GA","Not Available","2.7","10/27/2024"
"115289","GA","1.3","0.0","10/27/2024"
"115290","GA","Not Available","Not Available","10/27/2024"
"115291","GA","0.0","0.0","10/27/2024"
"115293","GA","98.7","95.1","10/27/2024"
"115294","GA","Not Available","Not Available","10/27/2024"
"115295","GA","0.0","0.0","10/27/2024"
"115296","GA","0.0","21.4","10/27/2024"
"115298","GA","12.9","0.0","10/27/2024"
"115304","GA","Not Available","0.0","10/27/2024"
"115308","GA","Not Available","Not Available","10/27/2024"
"115313","GA","Not Available","2.1","10/27/2024"
"115314","GA","Not Available","0.7","10/27/2024"
"115319","GA","0.0","4.9","10/27/2024"
